date,account_id,account_name,campaign_id,campaign_name,campaign_type,ad_group_id,ad_group_name,keyword,match_type,device,country,impressions,clicks,ctr,avg_cpc,cost,conversions,conversion_value,gclid,utm_source,utm_medium,utm_campaign,utm_content,utm_term,quality_score
2026-03-29,746759,ABC Marketing,7096,Electronics Festival,Performance Max,7114,Video,bigquery tutorial,Exact,Tablet,Canada,5526,617,11.17,2.82,1739.94,5,1670.93,GCLID_B02C834407F04CEC,google,cpc,electronics_festival,ad_6,bigquery tutorial,5
2026-01-06,554949,ABC Marketing,8919,Display Campaign,Shopping,7688,Video,holiday packages,Phrase,Tablet,Australia,19425,1305,6.72,1.68,2192.4,62,4530.9,GCLID_7284CB185B84434B,google,cpc,display_campaign,ad_10,holiday packages,7
2026-04-29,260702,ABC Marketing,2615,Display Campaign,Shopping,8380,Brand,health insurance,Phrase,Tablet,Canada,3589,361,10.06,3.14,1133.54,14,2584.23,GCLID_2DFC82FF142D4729,google,cpc,display_campaign,ad_4,credit card,10
2026-04-14,954653,ABC Marketing,8080,Fashion Week,Display,8393,Shopping,buy laptop,Phrase,Mobile,India,2273,216,9.52,5.11,1103.76,1,188.6,GCLID_0454FC66C5E746C1,google,cpc,fashion_week,ad_8,mobile phones,10
2026-03-04,740231,ABC Marketing,3701,Mobile App Install,Shopping,6304,Video,python course,Exact,Mobile,Germany,13087,977,7.47,2.35,2295.95,30,2618.86,GCLID_E4649945EE2441D1,google,cpc,mobile_app_install,ad_2,cheap mobile,3
2026-01-14,102188,ABC Marketing,8720,Cyber Monday,Display,5267,Display,holiday packages,Phrase,Tablet,Singapore,5016,348,6.94,2.81,977.88,5,2315.69,GCLID_8972C4CE7BC541A5,google,cpc,cyber_monday,ad_6,airflow course,4
2026-05-30,186345,ABC Marketing,1647,Winter Sale,Search,6574,Performance,credit card,Phrase,Mobile,India,1424,40,2.82,1.84,73.6,0,0.0,GCLID_EBAAE2FD52994BE4,google,cpc,winter_sale,ad_5,gcp training,4
2026-06-14,913773,ABC Marketing,9435,Brand Search,Search,9066,Video,insurance,Exact,Mobile,India,9420,237,2.52,2.65,628.05,8,1816.22,GCLID_4F725A7AA5294E7F,google,cpc,brand_search,ad_6,airflow course,5
2026-03-17,785233,ABC Marketing,7571,Mobile App Install,Performance Max,6926,Performance,gaming laptop,Phrase,Tablet,Canada,15588,1544,9.91,2.1,3242.4,130,18817.02,GCLID_B7489479AAA24EE1,google,cpc,mobile_app_install,ad_8,credit card,5
2026-01-28,570726,ABC Marketing,3066,Cyber Monday,Display,5601,Remarketing,crm software,Phrase,Tablet,Canada,1305,24,1.87,3.31,79.44,0,0.0,GCLID_1E9430ADD80849E0,google,cpc,cyber_monday,ad_8,health insurance,9
2026-05-31,417242,ABC Marketing,4436,Real Estate Leads,Performance Max,5277,Remarketing,credit card,Phrase,Desktop,Canada,4117,462,11.23,3.74,1727.88,42,3348.45,GCLID_131A0EECE1A6463C,google,cpc,real_estate_leads,ad_1,gaming laptop,7
2026-04-26,239359,ABC Marketing,6356,Travel Deals,Performance Max,7578,Performance,gcp training,Exact,Desktop,India,12865,392,3.05,2.84,1113.28,25,11028.21,GCLID_81DE55B458324B79,google,cpc,travel_deals,ad_3,holiday packages,9
2026-02-05,351682,ABC Marketing,9401,Winter Sale,Performance Max,7276,Display,digital marketing,Broad,Mobile,India,3154,200,6.36,5.44,1088.0,4,1587.55,GCLID_584986E8C9A64423,google,cpc,winter_sale,ad_6,digital marketing,8
2026-02-21,321314,ABC Marketing,3421,Healthcare Campaign,Shopping,9136,Remarketing,bigquery tutorial,Phrase,Tablet,United Kingdom,12323,580,4.71,0.75,435.0,49,15954.83,GCLID_58BB45EB3E55442B,google,cpc,healthcare_campaign,ad_10,insurance,9
2026-05-18,892486,ABC Marketing,8478,Mobile App Install,Search,7330,Remarketing,buy laptop,Phrase,Tablet,Singapore,1391,83,6.0,4.01,332.83,8,3874.31,GCLID_F63F4FC4CD1B4284,google,cpc,mobile_app_install,ad_2,cloud engineer,9
2026-06-01,333727,ABC Marketing,8360,Travel Deals,Shopping,7459,Brand,gaming laptop,Broad,Desktop,Singapore,15289,1690,11.06,3.43,5796.7,59,26961.3,GCLID_9F5D785122EC4660,google,cpc,travel_deals,ad_5,health insurance,7
2026-04-12,102359,ABC Marketing,8045,Display Campaign,Search,5623,Performance,crm software,Phrase,Tablet,Germany,240,16,6.84,0.41,6.56,1,454.77,GCLID_9F1A4390878A4362,google,cpc,display_campaign,ad_7,buy laptop,7
2026-05-17,793411,ABC Marketing,5711,Performance Max,Search,6923,Shopping,bigquery tutorial,Exact,Mobile,United States,19768,1640,8.3,2.83,4641.2,148,43701.21,GCLID_8765CD73E07F4344,google,cpc,performance_max,ad_4,buy laptop,9
2026-01-26,236186,ABC Marketing,5230,Summer Sale,Display,7394,Brand,holiday packages,Phrase,Desktop,Australia,2710,125,4.62,1.5,187.5,7,992.89,GCLID_BD62EC71E7EA470A,google,cpc,summer_sale,ad_3,python course,4
2026-01-20,263125,ABC Marketing,2989,Spring Offers,Search,6962,Search,crm software,Phrase,Desktop,India,9562,420,4.4,3.07,1289.4,35,13797.18,GCLID_B9FDE1B07438485F,google,cpc,spring_offers,ad_6,cheap mobile,10
2026-04-02,927326,ABC Marketing,2507,Spring Offers,Shopping,6445,Shopping,crm software,Broad,Tablet,Canada,16837,393,2.34,3.74,1469.82,17,6398.66,GCLID_57A49813AE6F4523,google,cpc,spring_offers,ad_10,crm software,4
2026-02-19,601943,ABC Marketing,6757,Real Estate Leads,Search,7786,Performance,health insurance,Phrase,Desktop,Germany,2178,60,2.79,2.01,120.6,4,1122.36,GCLID_4FA2F91AD1D14B5D,google,cpc,real_estate_leads,ad_7,insurance,5
2026-02-28,975048,ABC Marketing,9099,Spring Offers,Performance Max,8172,Remarketing,airflow course,Phrase,Desktop,India,6330,495,7.83,2.76,1366.2,37,2455.72,GCLID_03F9A69687A44CD6,google,cpc,spring_offers,ad_4,buy laptop,8
2026-01-02,430479,ABC Marketing,8593,Fashion Week,Search,6098,Performance,cheap mobile,Exact,Tablet,United Kingdom,661,78,11.86,5.15,401.7,5,1973.78,GCLID_00E0BD1DA117491D,google,cpc,fashion_week,ad_10,credit card,10
2026-01-31,755303,ABC Marketing,1532,Travel Deals,Shopping,7015,Remarketing,bigquery tutorial,Phrase,Mobile,India,16298,1155,7.09,3.12,3603.6,97,42330.37,GCLID_C3DB2A47ED524107,google,cpc,travel_deals,ad_1,holiday packages,5
2026-04-16,178011,ABC Marketing,9699,Travel Deals,Shopping,5615,Shopping,holiday packages,Exact,Mobile,Australia,8563,853,9.97,5.5,4691.5,35,2108.03,GCLID_2454E55C76FA437A,google,cpc,travel_deals,ad_5,python course,5
2026-01-30,199779,ABC Marketing,5328,Laptop Promotion,Shopping,7607,Search,credit card,Exact,Desktop,United Kingdom,3149,332,10.56,5.14,1706.48,6,2461.0,GCLID_CB0DC103BE9045B4,google,cpc,laptop_promotion,ad_4,buy laptop,7
2026-05-21,705407,ABC Marketing,9946,Spring Offers,Shopping,9524,Brand,holiday packages,Broad,Mobile,Germany,10306,1057,10.26,3.12,3297.84,69,32350.95,GCLID_048BD85DC37E4E1A,google,cpc,spring_offers,ad_5,mobile phones,9
2026-01-18,198896,ABC Marketing,1065,Cyber Monday,Search,8907,Search,cloud engineer,Phrase,Mobile,United Kingdom,3146,259,8.24,1.63,422.17,1,98.1,GCLID_E7C18E3EC128434A,google,cpc,cyber_monday,ad_3,gcp training,6
2026-06-11,951703,ABC Marketing,1275,Black Friday,Performance Max,6789,Brand,digital marketing,Broad,Desktop,Singapore,2787,130,4.67,1.18,153.4,9,4327.03,GCLID_EBD04AA5374C4E7D,google,cpc,black_friday,ad_9,insurance,9
2026-05-07,674162,ABC Marketing,4897,Performance Max,Search,8520,Display,gcp training,Exact,Mobile,United States,273,23,8.5,4.84,111.32,2,842.52,GCLID_CE0F9B1313F94EC7,google,cpc,performance_max,ad_5,python course,5
2026-03-10,361127,ABC Marketing,3042,Mobile App Install,Performance Max,7088,Brand,gcp training,Phrase,Desktop,India,13355,1563,11.71,2.38,3719.94,148,34409.29,GCLID_395CE9A0B3984A77,google,cpc,mobile_app_install,ad_4,digital marketing,7
2026-02-03,845609,ABC Marketing,1658,Display Campaign,Display,7047,Brand,buy laptop,Exact,Desktop,Singapore,4300,315,7.34,4.52,1423.8,7,1593.36,GCLID_CB27018CDED544D6,google,cpc,display_campaign,ad_4,holiday packages,4
2026-04-16,212149,ABC Marketing,6592,Summer Sale,Display,8662,Display,credit card,Exact,Tablet,Germany,18927,194,1.03,1.31,254.14,3,316.38,GCLID_F258E2E39AED4242,google,cpc,summer_sale,ad_6,python course,9
2026-06-12,253003,ABC Marketing,4387,Performance Max,Performance Max,7893,Display,gaming laptop,Exact,Tablet,United States,12510,1032,8.25,3.81,3931.92,56,15145.82,GCLID_40D1CF8C618748BD,google,cpc,performance_max,ad_5,health insurance,3
2026-04-28,649749,ABC Marketing,5736,Winter Sale,Display,8386,Search,mobile phones,Phrase,Desktop,Canada,8361,86,1.03,2.66,228.76,0,0.0,GCLID_527783F7194E4348,google,cpc,winter_sale,ad_7,crm software,3
2026-03-31,417923,ABC Marketing,4675,Electronics Festival,Performance Max,6645,Brand,gaming laptop,Phrase,Mobile,Australia,15606,1504,9.64,3.01,4527.04,150,25700.67,GCLID_B6A413ECD4584291,google,cpc,electronics_festival,ad_8,insurance,10
2026-02-26,678548,ABC Marketing,9350,Phone Launch,Display,5899,Remarketing,digital marketing,Phrase,Tablet,Canada,4474,53,1.19,1.44,76.32,3,1081.38,GCLID_A6799F996ED24621,google,cpc,phone_launch,ad_5,gaming laptop,7
2026-03-14,364344,ABC Marketing,5002,Display Campaign,Display,9071,Video,buy laptop,Broad,Desktop,Canada,13328,162,1.22,3.21,520.02,3,1187.47,GCLID_FFDE976EAE624135,google,cpc,display_campaign,ad_9,health insurance,8
2026-03-06,829837,ABC Marketing,5455,Fashion Week,Display,8292,Brand,gaming laptop,Exact,Tablet,United Kingdom,147,9,6.29,1.19,10.71,1,210.6,GCLID_6D091B94F95F4809,google,cpc,fashion_week,ad_7,cloud engineer,6
2026-03-03,658352,ABC Marketing,6462,Education Campaign,Performance Max,6864,Shopping,bigquery tutorial,Broad,Tablet,India,8124,371,4.57,4.75,1762.25,22,2121.6,GCLID_C426F9D075A447B6,google,cpc,education_campaign,ad_3,insurance,9
2026-06-24,675215,ABC Marketing,8229,Black Friday,Display,6808,Brand,insurance,Broad,Mobile,India,1537,49,3.25,2.39,117.11,0,0.0,GCLID_8651943822CA4307,google,cpc,black_friday,ad_1,mobile phones,9
2026-01-24,457369,ABC Marketing,4878,Performance Max,Search,5766,Performance,holiday packages,Exact,Tablet,Singapore,4041,480,11.9,3.61,1732.8,28,9326.75,GCLID_CD5C38BE2D054064,google,cpc,performance_max,ad_4,buy laptop,10
2026-02-25,934375,ABC Marketing,7747,Education Campaign,Shopping,5819,Search,bigquery tutorial,Exact,Desktop,United Kingdom,9179,637,6.95,3.68,2344.16,0,0.0,GCLID_D8EBDA3434764D28,google,cpc,education_campaign,ad_7,digital marketing,8
2026-01-25,757673,ABC Marketing,1349,Summer Sale,Shopping,6577,Display,gaming laptop,Broad,Desktop,Singapore,11794,1095,9.29,3.15,3449.25,21,1477.18,GCLID_79FDC2C794D944DB,google,cpc,summer_sale,ad_3,insurance,6
2026-06-08,241049,ABC Marketing,1515,Display Campaign,Search,6672,Remarketing,airflow course,Phrase,Tablet,Australia,6576,161,2.46,2.64,425.04,14,1669.76,GCLID_319646F4533344E3,google,cpc,display_campaign,ad_2,gaming laptop,5
2026-02-14,817686,ABC Marketing,7887,Real Estate Leads,Search,5694,Performance,credit card,Broad,Desktop,United States,15623,806,5.16,1.11,894.66,4,947.1,GCLID_7F87A52CC8194EC9,google,cpc,real_estate_leads,ad_7,insurance,5
2026-05-30,446081,ABC Marketing,8422,Insurance Campaign,Display,9868,Video,airflow course,Exact,Desktop,Australia,8820,780,8.85,3.98,3104.4,67,16160.32,GCLID_432E6DB1E1D24B32,google,cpc,insurance_campaign,ad_10,gaming laptop,10
2026-04-14,409890,ABC Marketing,7152,Performance Max,Performance Max,5745,Performance,gcp training,Broad,Tablet,United States,9248,413,4.47,3.41,1408.33,1,455.37,GCLID_30739A27F9EA4B67,google,cpc,performance_max,ad_4,digital marketing,4
2026-01-14,643114,ABC Marketing,3945,Cyber Monday,Display,6035,Display,mobile phones,Broad,Tablet,Germany,18452,1156,6.27,5.02,5803.12,74,23909.82,GCLID_B41D9A9C57054D0D,google,cpc,cyber_monday,ad_2,insurance,4
2026-05-21,242795,ABC Marketing,3921,Travel Deals,Search,8503,Shopping,gaming laptop,Broad,Desktop,Germany,11212,760,6.78,0.7,532.0,33,13381.92,GCLID_81B74D3D041A425E,google,cpc,travel_deals,ad_2,bigquery tutorial,5
2026-03-24,583287,ABC Marketing,3697,Spring Offers,Shopping,7766,Search,buy laptop,Broad,Desktop,Germany,14594,261,1.79,4.02,1049.22,17,5936.35,GCLID_D3A9E1B5ABBF4363,google,cpc,spring_offers,ad_1,gaming laptop,3
2026-01-21,186646,ABC Marketing,4119,Insurance Campaign,Performance Max,5804,Shopping,crm software,Exact,Tablet,Canada,2840,129,4.55,4.22,544.38,12,909.14,GCLID_85AC88E3044448E3,google,cpc,insurance_campaign,ad_10,buy laptop,5
2026-06-15,403942,ABC Marketing,5786,Healthcare Campaign,Shopping,6304,Search,bigquery tutorial,Broad,Tablet,Singapore,11678,518,4.44,3.76,1947.68,50,15468.66,GCLID_D31B70E6C494415D,google,cpc,healthcare_campaign,ad_8,holiday packages,10
2026-05-09,751852,ABC Marketing,1695,Mobile App Install,Shopping,8108,Shopping,buy laptop,Exact,Mobile,Australia,17212,1895,11.01,0.61,1155.95,44,2719.78,GCLID_C1C733E75B984C4E,google,cpc,mobile_app_install,ad_10,buy laptop,3
2026-01-23,479025,ABC Marketing,9452,Travel Deals,Shopping,9342,Display,health insurance,Phrase,Tablet,India,8661,930,10.74,2.2,2046.0,81,12644.97,GCLID_700C0CB4A7B2463A,google,cpc,travel_deals,ad_3,crm software,7
2026-04-04,425191,ABC Marketing,3789,Winter Sale,Performance Max,5343,Video,digital marketing,Broad,Tablet,Australia,16866,591,3.51,1.9,1122.9,42,3102.39,GCLID_3DA1C933299F483F,google,cpc,winter_sale,ad_4,insurance,9
2026-01-05,909884,ABC Marketing,9615,Laptop Promotion,Display,6030,Search,buy laptop,Phrase,Desktop,India,19829,2066,10.42,3.16,6528.56,158,69419.37,GCLID_07ACCD836A554C18,google,cpc,laptop_promotion,ad_5,gaming laptop,4
2026-06-14,286064,ABC Marketing,9969,Remarketing,Performance Max,9083,Display,bigquery tutorial,Broad,Mobile,Singapore,18312,2027,11.07,4.11,8330.97,66,25986.43,GCLID_DDB1B224DEB642BD,google,cpc,remarketing,ad_9,airflow course,4
2026-06-28,519517,ABC Marketing,5835,Cyber Monday,Display,9273,Video,airflow course,Exact,Tablet,Singapore,13197,521,3.95,1.02,531.42,4,753.49,GCLID_0B8AC9B76B1B48EB,google,cpc,cyber_monday,ad_5,credit card,3
2026-05-16,551819,ABC Marketing,4504,Laptop Promotion,Search,7536,Performance,holiday packages,Broad,Mobile,Germany,8053,859,10.67,4.21,3616.39,16,1093.61,GCLID_4B466636D2C84631,google,cpc,laptop_promotion,ad_7,holiday packages,9
2026-01-11,295652,ABC Marketing,7607,Mobile App Install,Display,8023,Remarketing,bigquery tutorial,Exact,Desktop,Canada,5233,256,4.9,4.18,1070.08,24,3270.06,GCLID_F2302BD126FC4ED1,google,cpc,mobile_app_install,ad_1,airflow course,4
2026-05-12,703675,ABC Marketing,9689,Mobile App Install,Search,6850,Brand,cheap mobile,Phrase,Desktop,United Kingdom,15495,797,5.15,2.38,1896.86,35,12734.15,GCLID_A093CF2B66A7437A,google,cpc,mobile_app_install,ad_9,credit card,7
2026-06-22,821690,ABC Marketing,6569,Winter Sale,Search,7373,Brand,airflow course,Broad,Mobile,United States,10964,984,8.98,0.91,895.44,78,11082.86,GCLID_B5EA4ABFB5144B3C,google,cpc,winter_sale,ad_4,insurance,8
2026-04-12,863836,ABC Marketing,4635,Black Friday,Display,5837,Search,cheap mobile,Exact,Tablet,Australia,6467,653,10.11,1.57,1025.21,40,11471.81,GCLID_960B913F1E2D45CB,google,cpc,black_friday,ad_2,bigquery tutorial,3
2026-05-07,327312,ABC Marketing,3207,Performance Max,Performance Max,7646,Display,buy laptop,Phrase,Desktop,Singapore,19972,2342,11.73,1.48,3466.16,23,1945.3,GCLID_E669570F45C64FB5,google,cpc,performance_max,ad_2,mobile phones,10
2026-05-22,855274,ABC Marketing,9592,Fashion Week,Search,5087,Display,insurance,Broad,Desktop,United Kingdom,10829,1289,11.91,0.71,915.19,128,12548.56,GCLID_E0A884C877344297,google,cpc,fashion_week,ad_7,cheap mobile,5
2026-05-01,767768,ABC Marketing,9148,Travel Deals,Shopping,7323,Performance,gcp training,Broad,Tablet,Australia,19668,1329,6.76,0.27,358.83,96,44400.24,GCLID_D28811D88BE14FE7,google,cpc,travel_deals,ad_10,airflow course,6
2026-01-20,426346,ABC Marketing,2161,Winter Sale,Search,9308,Brand,crm software,Exact,Mobile,India,12937,653,5.05,4.4,2873.2,17,4975.1,GCLID_427737121B314709,google,cpc,winter_sale,ad_4,insurance,9
2026-04-15,304163,ABC Marketing,3795,Cyber Monday,Display,6766,Video,gcp training,Exact,Desktop,India,17463,1091,6.25,4.64,5062.24,75,11854.81,GCLID_554E8B00335244F6,google,cpc,cyber_monday,ad_5,python course,8
2026-02-03,644924,ABC Marketing,9783,Mobile App Install,Performance Max,5351,Performance,python course,Exact,Desktop,Germany,13805,254,1.84,1.55,393.7,1,406.41,GCLID_A6754F6105FF41A9,google,cpc,mobile_app_install,ad_4,cloud engineer,9
2026-06-27,200647,ABC Marketing,2908,Healthcare Campaign,Display,8494,Performance,gaming laptop,Broad,Desktop,United States,14146,819,5.79,4.39,3595.41,5,2218.37,GCLID_477B6EED940A4E18,google,cpc,healthcare_campaign,ad_1,bigquery tutorial,6
2026-04-09,261472,ABC Marketing,8465,Summer Sale,Search,7624,Brand,insurance,Broad,Desktop,Germany,11939,632,5.3,4.89,3090.48,11,1632.09,GCLID_83C90E549ADB4B44,google,cpc,summer_sale,ad_6,python course,3
2026-05-05,756805,ABC Marketing,8950,Black Friday,Performance Max,9598,Brand,mobile phones,Broad,Tablet,United States,14183,936,6.6,1.17,1095.12,73,35971.77,GCLID_E2DFA3D76AB7455A,google,cpc,black_friday,ad_5,holiday packages,3
2026-04-25,918144,ABC Marketing,4179,Healthcare Campaign,Shopping,7444,Display,cloud engineer,Exact,Tablet,Singapore,3895,142,3.66,4.95,702.9,0,0.0,GCLID_5D25FC3DFD7A4886,google,cpc,healthcare_campaign,ad_3,health insurance,3
2026-01-14,207452,ABC Marketing,7071,Black Friday,Performance Max,5147,Video,gaming laptop,Broad,Tablet,Canada,7045,251,3.57,2.18,547.18,23,11429.52,GCLID_9E89C3D2A77B4B67,google,cpc,black_friday,ad_10,digital marketing,4
2026-03-07,711214,ABC Marketing,3713,Electronics Festival,Performance Max,9897,Brand,gcp training,Exact,Tablet,Australia,9581,396,4.14,1.16,459.36,1,394.98,GCLID_809E18DB96744ECE,google,cpc,electronics_festival,ad_10,crm software,9
2026-06-23,811227,ABC Marketing,8474,Loan Promotion,Search,9277,Remarketing,credit card,Exact,Mobile,United Kingdom,9812,993,10.13,3.6,3574.8,97,21615.91,GCLID_3366A1D121524F6C,google,cpc,loan_promotion,ad_10,insurance,5
2026-05-26,748841,ABC Marketing,4185,Mobile App Install,Display,6559,Search,credit card,Broad,Mobile,Germany,10925,788,7.22,1.76,1386.88,64,7269.22,GCLID_FA153B8B946A4D7C,google,cpc,mobile_app_install,ad_7,health insurance,3
2026-02-09,517326,ABC Marketing,2928,Education Campaign,Performance Max,8421,Search,airflow course,Phrase,Desktop,Singapore,13463,1055,7.84,0.32,337.6,71,10448.22,GCLID_43BEBDCA9ECB4C39,google,cpc,education_campaign,ad_9,digital marketing,6
2026-05-14,245251,ABC Marketing,1286,Display Campaign,Shopping,5025,Remarketing,health insurance,Exact,Desktop,United States,17139,1314,7.67,1.93,2536.02,92,41953.09,GCLID_E2727701AD944534,google,cpc,display_campaign,ad_10,gcp training,9
2026-06-01,900173,ABC Marketing,6877,Phone Launch,Display,8556,Brand,holiday packages,Broad,Tablet,Australia,11285,150,1.33,4.46,669.0,4,1231.24,GCLID_AA9FC3442C8D4283,google,cpc,phone_launch,ad_6,health insurance,4
2026-06-22,970962,ABC Marketing,3387,Black Friday,Display,9329,Remarketing,gcp training,Phrase,Desktop,Canada,7198,83,1.16,2.75,228.25,6,2576.93,GCLID_D53325D271474E36,google,cpc,black_friday,ad_5,health insurance,5
2026-03-11,756451,ABC Marketing,1664,Healthcare Campaign,Search,6345,Shopping,crm software,Broad,Desktop,India,7984,595,7.46,4.3,2558.5,54,18925.51,GCLID_66AAE9DE45524D6B,google,cpc,healthcare_campaign,ad_9,health insurance,9
2026-02-21,178702,ABC Marketing,2330,Healthcare Campaign,Display,7743,Performance,gaming laptop,Broad,Desktop,India,12856,217,1.69,0.49,106.33,12,2626.03,GCLID_720423ED12304DC9,google,cpc,healthcare_campaign,ad_1,gcp training,7
2026-01-14,575148,ABC Marketing,7681,Travel Deals,Display,9274,Display,gaming laptop,Exact,Mobile,Singapore,2724,114,4.22,3.41,388.74,11,2585.12,GCLID_A38CA0E59A584F68,google,cpc,travel_deals,ad_3,buy laptop,8
2026-04-23,564199,ABC Marketing,5612,Education Campaign,Performance Max,6329,Search,digital marketing,Phrase,Desktop,Singapore,7325,586,8.01,1.63,955.18,57,13192.57,GCLID_AAA93A8B56B542EC,google,cpc,education_campaign,ad_7,airflow course,5
2026-06-10,966130,ABC Marketing,8768,Education Campaign,Performance Max,5390,Display,gcp training,Exact,Tablet,India,19639,492,2.51,0.3,147.6,5,1980.5,GCLID_C75D75B7C8CD457C,google,cpc,education_campaign,ad_5,buy laptop,9
2026-02-21,575913,ABC Marketing,4802,Performance Max,Search,6086,Remarketing,python course,Exact,Desktop,United States,17269,1454,8.42,1.59,2311.86,49,10051.54,GCLID_4608E67A885A4DF0,google,cpc,performance_max,ad_7,cheap mobile,10
2026-06-23,206594,ABC Marketing,2287,Brand Search,Display,5003,Shopping,cheap mobile,Broad,Mobile,United States,17948,2010,11.2,2.66,5346.6,52,21908.92,GCLID_F1EB5441559C445B,google,cpc,brand_search,ad_6,credit card,10
2026-02-18,328855,ABC Marketing,8331,Black Friday,Search,9466,Remarketing,holiday packages,Phrase,Tablet,India,16344,1145,7.01,5.38,6160.1,48,18081.31,GCLID_CD48C04E08D646B5,google,cpc,black_friday,ad_3,gaming laptop,8
2026-01-25,552103,ABC Marketing,5512,Winter Sale,Shopping,5433,Display,cloud engineer,Broad,Tablet,Canada,1665,42,2.55,2.3,96.6,4,1697.6,GCLID_99F0B342ABA24006,google,cpc,winter_sale,ad_7,cloud engineer,4
2026-02-13,295714,ABC Marketing,2231,Healthcare Campaign,Search,6322,Brand,cheap mobile,Phrase,Tablet,United Kingdom,4745,520,10.96,4.13,2147.6,31,13091.15,GCLID_F933E5A2F1234166,google,cpc,healthcare_campaign,ad_2,airflow course,6
2026-05-20,456660,ABC Marketing,9049,Insurance Campaign,Performance Max,6915,Performance,health insurance,Broad,Tablet,United States,8655,580,6.71,5.36,3108.8,10,4444.89,GCLID_80DBFEAF81174064,google,cpc,insurance_campaign,ad_9,credit card,8
2026-05-07,923769,ABC Marketing,9922,Summer Sale,Performance Max,8299,Brand,mobile phones,Broad,Mobile,Australia,13483,177,1.32,1.41,249.57,14,5110.7,GCLID_6024F16126D04782,google,cpc,summer_sale,ad_7,gaming laptop,10
2026-04-04,901674,ABC Marketing,1036,Summer Sale,Performance Max,9428,Display,cheap mobile,Exact,Desktop,United States,7831,853,10.9,2.95,2516.35,18,2713.66,GCLID_0D21F3FF1D504863,google,cpc,summer_sale,ad_6,python course,5
2026-03-27,665260,ABC Marketing,8328,Summer Sale,Search,7170,Shopping,gcp training,Broad,Tablet,India,2924,348,11.91,3.8,1322.4,23,6561.37,GCLID_57FD2B8464B64317,google,cpc,summer_sale,ad_3,cheap mobile,5
2026-05-23,719323,ABC Marketing,9753,Winter Sale,Shopping,6926,Shopping,gcp training,Exact,Tablet,Canada,10827,784,7.25,5.34,4186.56,76,30590.55,GCLID_64B60F2FB09B496D,google,cpc,winter_sale,ad_1,credit card,5
2026-06-19,982653,ABC Marketing,9884,Display Campaign,Performance Max,9900,Brand,digital marketing,Phrase,Tablet,Canada,1338,138,10.36,4.43,611.34,9,3075.9,GCLID_851867201A3F4803,google,cpc,display_campaign,ad_5,mobile phones,8
2026-03-30,573813,ABC Marketing,9940,Mobile App Install,Performance Max,5293,Brand,airflow course,Phrase,Desktop,Canada,16883,1197,7.09,0.55,658.35,10,4656.42,GCLID_1528A7DB2205457A,google,cpc,mobile_app_install,ad_4,mobile phones,9
2026-06-07,573963,ABC Marketing,5503,Summer Sale,Performance Max,5638,Video,cheap mobile,Exact,Tablet,Singapore,14766,782,5.3,1.24,969.68,23,11224.25,GCLID_61E8837CDE464D34,google,cpc,summer_sale,ad_8,gcp training,10
2026-05-10,621379,ABC Marketing,3521,Fashion Week,Display,7622,Video,gcp training,Broad,Mobile,Singapore,12698,883,6.96,4.74,4185.42,73,4904.21,GCLID_F99E47BAB2214721,google,cpc,fashion_week,ad_9,python course,3
2026-04-05,154391,ABC Marketing,5412,Display Campaign,Search,7952,Performance,health insurance,Phrase,Tablet,United Kingdom,13161,1063,8.08,3.82,4060.66,101,20133.81,GCLID_9F86AC4E61A548E1,google,cpc,display_campaign,ad_8,gcp training,3
2026-03-29,993891,ABC Marketing,7136,Brand Search,Shopping,7057,Display,mobile phones,Exact,Mobile,Australia,1103,92,8.4,1.09,100.28,8,2536.94,GCLID_C2A64A7ABDEC4296,google,cpc,brand_search,ad_4,credit card,8
2026-05-28,987874,ABC Marketing,5411,Real Estate Leads,Performance Max,6820,Performance,insurance,Exact,Tablet,India,9739,296,3.04,1.51,446.96,4,812.33,GCLID_37FCF2954E9C4112,google,cpc,real_estate_leads,ad_3,holiday packages,4
2026-03-29,507976,ABC Marketing,3747,Brand Search,Display,8306,Video,insurance,Exact,Desktop,Canada,10843,330,3.05,4.24,1399.2,30,8651.5,GCLID_7A3ABA287E14449F,google,cpc,brand_search,ad_6,cheap mobile,6
2026-01-07,777192,ABC Marketing,9022,Laptop Promotion,Shopping,8164,Performance,bigquery tutorial,Phrase,Desktop,United Kingdom,16630,360,2.17,3.97,1429.2,23,4466.57,GCLID_DDFBAD3A373748FD,google,cpc,laptop_promotion,ad_8,crm software,7
2026-01-31,808236,ABC Marketing,9393,Loan Promotion,Search,5927,Shopping,gcp training,Phrase,Desktop,India,8675,301,3.47,1.23,370.23,20,2792.33,GCLID_C657499A40CF497F,google,cpc,loan_promotion,ad_6,gcp training,6
2026-04-11,422521,ABC Marketing,2445,Performance Max,Shopping,7405,Shopping,cheap mobile,Phrase,Mobile,United States,8918,867,9.73,0.66,572.22,46,4519.5,GCLID_80818609A8FF4CEB,google,cpc,performance_max,ad_3,python course,6
2026-03-02,937606,ABC Marketing,7983,Black Friday,Performance Max,7599,Search,buy laptop,Exact,Mobile,Germany,13845,862,6.23,4.68,4034.16,67,7863.05,GCLID_77C443F50A0A4964,google,cpc,black_friday,ad_2,holiday packages,4
2026-05-16,227940,ABC Marketing,9580,Loan Promotion,Performance Max,9599,Search,gcp training,Exact,Desktop,Germany,1253,119,9.54,1.14,135.66,6,1590.64,GCLID_91781C95A59C4FA9,google,cpc,loan_promotion,ad_5,python course,5
