date,account_id,account_name,campaign_id,campaign_name,campaign_type,ad_set_id,ad_set_name,placement,device,country,impressions,clicks,ctr,cpc,spend,conversions,conversion_value,fbclid,utm_source,utm_medium,utm_campaign,age_group,gender
2026-02-12,200001,ABC Meta,3474,Video Views,Meta,4474,AdSet11,Reels,Desktop,Canada,11859,757,6.39,1.55,1173.35,6,2078.04,FBCLID_00000474,meta,paid_social,video_views,25-34,Female
2026-01-29,200001,ABC Meta,3475,Lead Gen,Meta,4475,AdSet10,Stories,Desktop,USA,18421,1169,6.35,3.14,3670.66,75,7904.86,FBCLID_00000475,meta,paid_social,lead_gen,25-34,All
2026-01-12,200001,ABC Meta,3476,Festival Offers,Meta,4476,AdSet17,Reels,Desktop,India,9302,223,2.4,0.22,49.06,3,615.8,FBCLID_00000476,meta,paid_social,festival_offers,25-34,Female
2026-06-21,200001,ABC Meta,3477,Festival Offers,Meta,4477,AdSet15,Reels,Mobile,India,10398,628,6.04,1.09,684.52,40,9252.17,FBCLID_00000477,meta,paid_social,festival_offers,45-54,Female
2026-05-13,200001,ABC Meta,3478,Brand Awareness,Meta,4478,AdSet11,Facebook Feed,Mobile,UK,14983,1354,9.04,0.8,1083.2,112,22205.54,FBCLID_00000478,meta,paid_social,brand_awareness,35-44,All
2026-06-01,200001,ABC Meta,3479,Video Views,Meta,4479,AdSet3,Stories,Mobile,USA,1912,111,5.84,0.21,23.31,10,2761.87,FBCLID_00000479,meta,paid_social,video_views,25-34,All
2026-04-10,200001,ABC Meta,3480,App Install,Meta,4480,AdSet6,Reels,Mobile,India,18008,417,2.32,2.43,1013.31,4,1176.93,FBCLID_00000480,meta,paid_social,app_install,18-24,Male
2026-05-16,200001,ABC Meta,3481,Festival Offers,Meta,4481,AdSet13,Reels,Mobile,USA,16668,211,1.27,3.13,660.43,6,2113.66,FBCLID_00000481,meta,paid_social,festival_offers,45-54,All
2026-03-28,200001,ABC Meta,3482,Video Views,Meta,4482,AdSet4,Reels,Mobile,USA,12518,565,4.52,1.61,909.65,21,4914.1,FBCLID_00000482,meta,paid_social,video_views,18-24,Female
2026-02-05,200001,ABC Meta,3483,Lead Gen,Meta,4483,AdSet5,Reels,Mobile,Canada,852,7,0.93,1.91,13.37,1,51.66,FBCLID_00000483,meta,paid_social,lead_gen,25-34,Male
2026-05-29,200001,ABC Meta,3484,Festival Offers,Meta,4484,AdSet9,Reels,Mobile,UK,6889,601,8.73,3.24,1947.24,37,12303.1,FBCLID_00000484,meta,paid_social,festival_offers,35-44,Male
2026-06-21,200001,ABC Meta,3485,App Install,Meta,4485,AdSet13,Stories,Desktop,USA,5096,102,2.01,2.89,294.78,9,895.62,FBCLID_00000485,meta,paid_social,app_install,35-44,All
2026-05-01,200001,ABC Meta,3486,Video Views,Meta,4486,AdSet12,Facebook Feed,Mobile,India,16655,661,3.97,2.61,1725.21,21,5779.63,FBCLID_00000486,meta,paid_social,video_views,25-34,All
2026-02-12,200001,ABC Meta,3487,Video Views,Meta,4487,AdSet19,Facebook Feed,Desktop,India,15990,1535,9.6,0.81,1243.35,144,46387.24,FBCLID_00000487,meta,paid_social,video_views,25-34,Female
2026-03-05,200001,ABC Meta,3488,Festival Offers,Meta,4488,AdSet11,Reels,Mobile,Canada,16723,182,1.09,0.68,123.76,12,3331.47,FBCLID_00000488,meta,paid_social,festival_offers,45-54,Female
2026-01-30,200001,ABC Meta,3489,App Install,Meta,4489,AdSet8,Stories,Mobile,UK,10481,357,3.41,3.68,1313.76,30,6434.09,FBCLID_00000489,meta,paid_social,app_install,18-24,Male
2026-03-23,200001,ABC Meta,3490,Lead Gen,Meta,4490,AdSet14,Stories,Mobile,UK,7675,641,8.36,3.9,2499.9,21,4436.79,FBCLID_00000490,meta,paid_social,lead_gen,25-34,Male
2026-03-14,200001,ABC Meta,3491,Retargeting,Meta,4491,AdSet12,Stories,Desktop,UK,2325,181,7.79,3.35,606.35,16,1672.69,FBCLID_00000491,meta,paid_social,retargeting,18-24,Male
2026-01-28,200001,ABC Meta,3492,Video Views,Meta,4492,AdSet19,Reels,Mobile,USA,6618,157,2.38,1.74,273.18,6,1871.14,FBCLID_00000492,meta,paid_social,video_views,45-54,Male
2026-06-09,200001,ABC Meta,3493,Brand Awareness,Meta,4493,AdSet3,Facebook Feed,Mobile,Canada,5947,310,5.22,3.92,1215.2,31,4299.74,FBCLID_00000493,meta,paid_social,brand_awareness,45-54,Male
2026-01-29,200001,ABC Meta,3494,Lead Gen,Meta,4494,AdSet20,Instagram Feed,Desktop,USA,17426,365,2.1,4.39,1602.35,34,12463.01,FBCLID_00000494,meta,paid_social,lead_gen,35-44,All
2026-06-06,200001,ABC Meta,3495,Lead Gen,Meta,4495,AdSet8,Instagram Feed,Desktop,Canada,15199,591,3.89,3.43,2027.13,23,5127.65,FBCLID_00000495,meta,paid_social,lead_gen,25-34,All
2026-05-22,200001,ABC Meta,3496,Brand Awareness,Meta,4496,AdSet10,Reels,Mobile,India,1410,32,2.31,0.91,29.12,1,78.17,FBCLID_00000496,meta,paid_social,brand_awareness,18-24,All
2026-03-16,200001,ABC Meta,3497,Video Views,Meta,4497,AdSet20,Reels,Mobile,India,17107,730,4.27,3.95,2883.5,14,5430.27,FBCLID_00000497,meta,paid_social,video_views,25-34,Female
2026-02-14,200001,ABC Meta,3498,Retargeting,Meta,4498,AdSet10,Reels,Desktop,USA,17231,249,1.45,3.15,784.35,5,1948.2,FBCLID_00000498,meta,paid_social,retargeting,45-54,Male
2026-06-15,200001,ABC Meta,3499,Retargeting,Meta,4499,AdSet11,Stories,Desktop,India,14086,829,5.89,4.3,3564.7,10,2529.92,FBCLID_00000499,meta,paid_social,retargeting,25-34,Male
2026-01-30,200001,ABC Meta,3500,Retargeting,Meta,4500,AdSet15,Facebook Feed,Desktop,UK,2583,63,2.47,2.33,146.79,2,311.42,FBCLID_00000500,meta,paid_social,retargeting,25-34,All
2026-05-20,200001,ABC Meta,3501,Festival Offers,Meta,4501,AdSet7,Facebook Feed,Desktop,USA,12463,175,1.41,2.73,477.75,15,2001.39,FBCLID_00000501,meta,paid_social,festival_offers,25-34,All
2026-01-26,200001,ABC Meta,3502,Retargeting,Meta,4502,AdSet19,Facebook Feed,Mobile,USA,16146,1198,7.42,1.94,2324.12,76,28817.19,FBCLID_00000502,meta,paid_social,retargeting,18-24,Female
2026-05-16,200001,ABC Meta,3503,Retargeting,Meta,4503,AdSet12,Facebook Feed,Desktop,USA,17249,652,3.78,3.47,2262.44,62,19518.6,FBCLID_00000503,meta,paid_social,retargeting,45-54,Female
2026-05-29,200001,ABC Meta,3504,Video Views,Meta,4504,AdSet7,Facebook Feed,Mobile,UK,9496,205,2.16,1.0,205.0,6,1819.5,FBCLID_00000504,meta,paid_social,video_views,25-34,Male
2026-04-04,200001,ABC Meta,3505,Lead Gen,Meta,4505,AdSet15,Instagram Feed,Desktop,USA,449,26,5.95,0.34,8.84,0,0.0,FBCLID_00000505,meta,paid_social,lead_gen,35-44,Female
2026-05-12,200001,ABC Meta,3506,Lead Gen,Meta,4506,AdSet2,Stories,Desktop,UK,15154,1130,7.46,3.58,4045.4,29,2719.5,FBCLID_00000506,meta,paid_social,lead_gen,45-54,All
2026-03-17,200001,ABC Meta,3507,Lead Gen,Meta,4507,AdSet7,Reels,Mobile,UK,15530,150,0.97,3.4,510.0,11,2084.15,FBCLID_00000507,meta,paid_social,lead_gen,18-24,Male
2026-03-22,200001,ABC Meta,3508,Festival Offers,Meta,4508,AdSet11,Stories,Desktop,India,13994,734,5.25,1.53,1123.02,35,5361.43,FBCLID_00000508,meta,paid_social,festival_offers,35-44,All
2026-02-20,200001,ABC Meta,3509,App Install,Meta,4509,AdSet16,Facebook Feed,Desktop,India,5318,277,5.22,0.44,121.88,21,2982.11,FBCLID_00000509,meta,paid_social,app_install,18-24,All
2026-04-04,200001,ABC Meta,3510,App Install,Meta,4510,AdSet14,Reels,Mobile,India,17115,782,4.57,2.01,1571.82,25,9918.22,FBCLID_00000510,meta,paid_social,app_install,25-34,Female
2026-02-17,200001,ABC Meta,3511,Lead Gen,Meta,4511,AdSet4,Reels,Desktop,USA,8033,516,6.43,4.3,2218.8,21,7120.71,FBCLID_00000511,meta,paid_social,lead_gen,18-24,Female
2026-01-22,200001,ABC Meta,3512,Retargeting,Meta,4512,AdSet16,Facebook Feed,Desktop,UK,113,8,7.17,0.71,5.68,1,382.53,FBCLID_00000512,meta,paid_social,retargeting,35-44,Male
2026-02-28,200001,ABC Meta,3513,Retargeting,Meta,4513,AdSet8,Stories,Mobile,India,16550,1472,8.9,3.41,5019.52,19,7456.55,FBCLID_00000513,meta,paid_social,retargeting,18-24,Female
2026-03-12,200001,ABC Meta,3514,Lead Gen,Meta,4514,AdSet19,Reels,Desktop,UK,5793,339,5.86,0.97,328.83,20,3908.41,FBCLID_00000514,meta,paid_social,lead_gen,35-44,All
2026-02-16,200001,ABC Meta,3515,Lead Gen,Meta,4515,AdSet11,Facebook Feed,Mobile,USA,10208,681,6.68,1.9,1293.9,26,7585.2,FBCLID_00000515,meta,paid_social,lead_gen,35-44,Female
2026-06-11,200001,ABC Meta,3516,Video Views,Meta,4516,AdSet8,Instagram Feed,Mobile,Canada,14927,774,5.19,4.1,3173.4,15,2682.67,FBCLID_00000516,meta,paid_social,video_views,18-24,Male
2026-06-26,200001,ABC Meta,3517,Retargeting,Meta,4517,AdSet16,Stories,Desktop,UK,9790,148,1.52,2.26,334.48,13,1338.92,FBCLID_00000517,meta,paid_social,retargeting,35-44,All
2026-04-08,200001,ABC Meta,3518,Lead Gen,Meta,4518,AdSet6,Facebook Feed,Mobile,Canada,15224,965,6.34,3.94,3802.1,39,14137.96,FBCLID_00000518,meta,paid_social,lead_gen,18-24,All
2026-05-24,200001,ABC Meta,3519,Brand Awareness,Meta,4519,AdSet3,Instagram Feed,Desktop,USA,3793,56,1.49,1.27,71.12,1,345.67,FBCLID_00000519,meta,paid_social,brand_awareness,45-54,Male
2026-04-26,200001,ABC Meta,3520,Brand Awareness,Meta,4520,AdSet17,Facebook Feed,Mobile,USA,7761,576,7.43,1.89,1088.64,12,2296.94,FBCLID_00000520,meta,paid_social,brand_awareness,45-54,Male
2026-05-29,200001,ABC Meta,3521,Video Views,Meta,4521,AdSet19,Stories,Mobile,Canada,19489,1640,8.42,2.0,3280.0,56,13603.73,FBCLID_00000521,meta,paid_social,video_views,18-24,Male
2026-05-18,200001,ABC Meta,3522,Lead Gen,Meta,4522,AdSet17,Instagram Feed,Mobile,USA,3435,307,8.96,3.33,1022.31,10,3709.08,FBCLID_00000522,meta,paid_social,lead_gen,45-54,Female
2026-04-14,200001,ABC Meta,3523,Brand Awareness,Meta,4523,AdSet9,Instagram Feed,Mobile,USA,105,2,2.22,4.45,8.9,0,0.0,FBCLID_00000523,meta,paid_social,brand_awareness,18-24,Male
2026-02-01,200001,ABC Meta,3524,Lead Gen,Meta,4524,AdSet2,Reels,Mobile,USA,18132,264,1.46,0.47,124.08,0,0.0,FBCLID_00000524,meta,paid_social,lead_gen,25-34,All
2026-04-17,200001,ABC Meta,3525,Retargeting,Meta,4525,AdSet19,Stories,Desktop,UK,2403,55,2.32,3.17,174.35,2,532.39,FBCLID_00000525,meta,paid_social,retargeting,45-54,All
2026-01-18,200001,ABC Meta,3526,Lead Gen,Meta,4526,AdSet17,Facebook Feed,Desktop,UK,13060,508,3.89,4.0,2032.0,20,3067.99,FBCLID_00000526,meta,paid_social,lead_gen,35-44,All
2026-02-26,200001,ABC Meta,3527,App Install,Meta,4527,AdSet6,Reels,Mobile,Canada,14321,425,2.97,2.51,1066.75,4,1123.8,FBCLID_00000527,meta,paid_social,app_install,18-24,Male
2026-06-28,200001,ABC Meta,3528,Lead Gen,Meta,4528,AdSet16,Stories,Mobile,India,19248,1041,5.41,3.71,3862.11,41,4541.98,FBCLID_00000528,meta,paid_social,lead_gen,25-34,Female
2026-02-02,200001,ABC Meta,3529,Retargeting,Meta,4529,AdSet9,Instagram Feed,Desktop,India,8839,244,2.77,0.49,119.56,16,5240.92,FBCLID_00000529,meta,paid_social,retargeting,18-24,Female
2026-02-20,200001,ABC Meta,3530,App Install,Meta,4530,AdSet3,Reels,Mobile,UK,17931,720,4.02,2.76,1987.2,50,13304.03,FBCLID_00000530,meta,paid_social,app_install,25-34,Female
2026-04-26,200001,ABC Meta,3531,Retargeting,Meta,4531,AdSet15,Instagram Feed,Mobile,Canada,15351,437,2.85,4.09,1787.33,8,1051.39,FBCLID_00000531,meta,paid_social,retargeting,35-44,Female
2026-01-15,200001,ABC Meta,3532,App Install,Meta,4532,AdSet13,Instagram Feed,Desktop,USA,12600,180,1.43,2.71,487.8,1,298.94,FBCLID_00000532,meta,paid_social,app_install,45-54,All
2026-05-06,200001,ABC Meta,3533,Festival Offers,Meta,4533,AdSet14,Instagram Feed,Mobile,Canada,15464,748,4.84,1.79,1338.92,43,9699.1,FBCLID_00000533,meta,paid_social,festival_offers,35-44,All
2026-04-03,200001,ABC Meta,3534,Retargeting,Meta,4534,AdSet8,Stories,Mobile,UK,19959,1654,8.29,2.54,4201.16,76,24360.42,FBCLID_00000534,meta,paid_social,retargeting,18-24,Male
2026-06-11,200001,ABC Meta,3535,Video Views,Meta,4535,AdSet20,Reels,Mobile,India,5479,527,9.62,3.25,1712.75,38,8545.67,FBCLID_00000535,meta,paid_social,video_views,18-24,Female
2026-03-22,200001,ABC Meta,3536,App Install,Meta,4536,AdSet18,Instagram Feed,Mobile,Canada,15112,216,1.43,2.43,524.88,10,2556.4,FBCLID_00000536,meta,paid_social,app_install,25-34,Female
2026-04-18,200001,ABC Meta,3537,Brand Awareness,Meta,4537,AdSet11,Reels,Mobile,UK,13148,278,2.12,1.61,447.58,18,4760.81,FBCLID_00000537,meta,paid_social,brand_awareness,45-54,Female
2026-06-05,200001,ABC Meta,3538,App Install,Meta,4538,AdSet7,Facebook Feed,Mobile,USA,1988,128,6.44,3.03,387.84,3,995.66,FBCLID_00000538,meta,paid_social,app_install,18-24,Male
2026-06-22,200001,ABC Meta,3539,Lead Gen,Meta,4539,AdSet17,Facebook Feed,Desktop,USA,736,13,1.81,3.58,46.54,0,0.0,FBCLID_00000539,meta,paid_social,lead_gen,25-34,Female
2026-03-10,200001,ABC Meta,3540,Retargeting,Meta,4540,AdSet2,Reels,Mobile,USA,16332,338,2.07,4.16,1406.08,15,5440.87,FBCLID_00000540,meta,paid_social,retargeting,45-54,Female
2026-02-03,200001,ABC Meta,3541,Video Views,Meta,4541,AdSet5,Stories,Desktop,UK,5875,79,1.35,1.38,109.02,4,546.96,FBCLID_00000541,meta,paid_social,video_views,18-24,Male
2026-01-31,200001,ABC Meta,3542,Retargeting,Meta,4542,AdSet19,Instagram Feed,Desktop,India,15579,383,2.46,2.59,991.97,28,8968.69,FBCLID_00000542,meta,paid_social,retargeting,35-44,All
2026-05-08,200001,ABC Meta,3543,App Install,Meta,4543,AdSet18,Stories,Mobile,Canada,10843,683,6.3,2.79,1905.57,67,5812.36,FBCLID_00000543,meta,paid_social,app_install,45-54,All
2026-04-25,200001,ABC Meta,3544,App Install,Meta,4544,AdSet16,Reels,Desktop,India,15965,1216,7.62,0.47,571.52,51,4080.67,FBCLID_00000544,meta,paid_social,app_install,35-44,All
2026-03-06,200001,ABC Meta,3545,App Install,Meta,4545,AdSet20,Stories,Mobile,Canada,16445,731,4.45,2.73,1995.63,33,9972.38,FBCLID_00000545,meta,paid_social,app_install,45-54,Male
2026-03-04,200001,ABC Meta,3546,Festival Offers,Meta,4546,AdSet1,Facebook Feed,Mobile,UK,104,2,2.45,4.17,8.34,1,220.66,FBCLID_00000546,meta,paid_social,festival_offers,18-24,Female
2026-02-21,200001,ABC Meta,3547,Brand Awareness,Meta,4547,AdSet9,Instagram Feed,Desktop,UK,11850,255,2.16,4.1,1045.5,18,6048.96,FBCLID_00000547,meta,paid_social,brand_awareness,45-54,Female
2026-03-18,200001,ABC Meta,3548,Retargeting,Meta,4548,AdSet5,Facebook Feed,Desktop,Canada,13523,1161,8.59,3.76,4365.36,48,8980.65,FBCLID_00000548,meta,paid_social,retargeting,35-44,Female
2026-01-17,200001,ABC Meta,3549,App Install,Meta,4549,AdSet10,Reels,Mobile,India,2083,100,4.84,2.3,230.0,1,59.11,FBCLID_00000549,meta,paid_social,app_install,18-24,All
2026-03-15,200001,ABC Meta,3550,Video Views,Meta,4550,AdSet10,Instagram Feed,Desktop,India,1328,129,9.75,2.89,372.81,6,1598.42,FBCLID_00000550,meta,paid_social,video_views,35-44,Male
2026-04-21,200001,ABC Meta,3551,Brand Awareness,Meta,4551,AdSet17,Reels,Mobile,India,17217,649,3.77,3.43,2226.07,37,10680.22,FBCLID_00000551,meta,paid_social,brand_awareness,35-44,Male
2026-02-17,200001,ABC Meta,3552,Brand Awareness,Meta,4552,AdSet3,Stories,Desktop,India,8406,377,4.49,3.15,1187.55,28,2659.07,FBCLID_00000552,meta,paid_social,brand_awareness,25-34,All
2026-05-08,200001,ABC Meta,3553,App Install,Meta,4553,AdSet15,Facebook Feed,Mobile,USA,7940,559,7.05,3.72,2079.48,46,12952.36,FBCLID_00000553,meta,paid_social,app_install,25-34,Male
2026-02-11,200001,ABC Meta,3554,Festival Offers,Meta,4554,AdSet12,Facebook Feed,Desktop,UK,18496,1172,6.34,2.64,3094.08,64,17123.81,FBCLID_00000554,meta,paid_social,festival_offers,35-44,Female
2026-02-18,200001,ABC Meta,3555,Retargeting,Meta,4555,AdSet10,Stories,Mobile,UK,12082,1191,9.86,3.58,4263.78,21,5028.12,FBCLID_00000555,meta,paid_social,retargeting,18-24,Male
2026-03-02,200001,ABC Meta,3556,Brand Awareness,Meta,4556,AdSet16,Stories,Desktop,USA,19464,718,3.69,1.12,804.16,52,8027.05,FBCLID_00000556,meta,paid_social,brand_awareness,35-44,Female
2026-04-08,200001,ABC Meta,3557,Festival Offers,Meta,4557,AdSet18,Reels,Desktop,UK,2808,60,2.17,1.7,102.0,1,333.13,FBCLID_00000557,meta,paid_social,festival_offers,25-34,Male
2026-06-27,200001,ABC Meta,3558,App Install,Meta,4558,AdSet5,Facebook Feed,Desktop,Canada,3848,72,1.89,3.7,266.4,3,215.02,FBCLID_00000558,meta,paid_social,app_install,25-34,All
2026-03-24,200001,ABC Meta,3559,Lead Gen,Meta,4559,AdSet4,Stories,Mobile,UK,12036,1026,8.53,1.35,1385.1,55,17130.26,FBCLID_00000559,meta,paid_social,lead_gen,35-44,Female
2026-04-22,200001,ABC Meta,3560,App Install,Meta,4560,AdSet2,Stories,Desktop,UK,8406,797,9.49,0.97,773.09,25,2016.3,FBCLID_00000560,meta,paid_social,app_install,18-24,Male
2026-04-10,200001,ABC Meta,3561,Video Views,Meta,4561,AdSet13,Stories,Mobile,India,2368,226,9.58,2.45,553.7,1,152.25,FBCLID_00000561,meta,paid_social,video_views,18-24,Female
2026-04-13,200001,ABC Meta,3562,Lead Gen,Meta,4562,AdSet4,Stories,Mobile,Canada,18033,1624,9.01,0.92,1494.08,56,19493.97,FBCLID_00000562,meta,paid_social,lead_gen,25-34,Male
2026-04-08,200001,ABC Meta,3563,Festival Offers,Meta,4563,AdSet18,Instagram Feed,Desktop,India,5824,239,4.12,3.69,881.91,12,2220.98,FBCLID_00000563,meta,paid_social,festival_offers,25-34,All
2026-04-19,200001,ABC Meta,3564,Video Views,Meta,4564,AdSet3,Facebook Feed,Desktop,UK,17070,1126,6.6,3.75,4222.5,92,34329.32,FBCLID_00000564,meta,paid_social,video_views,35-44,Male
2026-06-02,200001,ABC Meta,3565,App Install,Meta,4565,AdSet15,Stories,Desktop,UK,17313,1584,9.15,1.91,3025.44,145,17756.88,FBCLID_00000565,meta,paid_social,app_install,18-24,All
2026-01-05,200001,ABC Meta,3566,Video Views,Meta,4566,AdSet18,Facebook Feed,Mobile,Canada,5542,203,3.68,2.28,462.84,11,2927.32,FBCLID_00000566,meta,paid_social,video_views,45-54,Female
2026-06-08,200001,ABC Meta,3567,Brand Awareness,Meta,4567,AdSet18,Facebook Feed,Mobile,USA,5640,138,2.46,0.68,93.84,10,1600.5,FBCLID_00000567,meta,paid_social,brand_awareness,45-54,All
2026-03-03,200001,ABC Meta,3568,Festival Offers,Meta,4568,AdSet11,Facebook Feed,Mobile,India,10603,268,2.53,1.08,289.44,24,4826.52,FBCLID_00000568,meta,paid_social,festival_offers,25-34,Male
2026-03-07,200001,ABC Meta,3569,Brand Awareness,Meta,4569,AdSet14,Stories,Desktop,Canada,18051,1442,7.99,4.14,5969.88,135,28928.37,FBCLID_00000569,meta,paid_social,brand_awareness,35-44,All
2026-05-02,200001,ABC Meta,3570,App Install,Meta,4570,AdSet17,Stories,Mobile,India,17349,529,3.05,1.88,994.52,35,12091.48,FBCLID_00000570,meta,paid_social,app_install,35-44,Female
2026-01-09,200001,ABC Meta,3571,Festival Offers,Meta,4571,AdSet5,Reels,Mobile,USA,12150,1205,9.92,2.28,2747.4,53,19263.95,FBCLID_00000571,meta,paid_social,festival_offers,45-54,All
2026-01-23,200001,ABC Meta,3572,App Install,Meta,4572,AdSet14,Stories,Desktop,India,819,18,2.31,2.76,49.68,1,78.25,FBCLID_00000572,meta,paid_social,app_install,35-44,All
2026-02-26,200001,ABC Meta,3573,Brand Awareness,Meta,4573,AdSet1,Instagram Feed,Desktop,USA,19323,256,1.33,2.73,698.88,1,372.41,FBCLID_00000573,meta,paid_social,brand_awareness,25-34,All
2026-01-23,200001,ABC Meta,3574,Festival Offers,Meta,4574,AdSet10,Stories,Desktop,India,2110,171,8.15,3.73,637.83,14,5409.8,FBCLID_00000574,meta,paid_social,festival_offers,18-24,Male
2026-03-05,200001,ABC Meta,3575,Festival Offers,Meta,4575,AdSet5,Facebook Feed,Desktop,Canada,16845,771,4.58,2.75,2120.25,10,3067.03,FBCLID_00000575,meta,paid_social,festival_offers,25-34,Female
2026-05-18,200001,ABC Meta,3576,Festival Offers,Meta,4576,AdSet14,Instagram Feed,Mobile,USA,6047,434,7.18,1.47,637.98,14,5149.93,FBCLID_00000576,meta,paid_social,festival_offers,18-24,Female
2026-03-27,200001,ABC Meta,3577,Video Views,Meta,4577,AdSet15,Facebook Feed,Desktop,Canada,1990,138,6.96,4.33,597.54,0,0.0,FBCLID_00000577,meta,paid_social,video_views,35-44,Male
2026-04-23,200001,ABC Meta,3578,App Install,Meta,4578,AdSet19,Stories,Mobile,UK,5302,420,7.94,1.31,550.2,35,10800.83,FBCLID_00000578,meta,paid_social,app_install,25-34,Male
2026-04-29,200001,ABC Meta,3579,Video Views,Meta,4579,AdSet20,Facebook Feed,Mobile,Canada,13884,1101,7.93,3.5,3853.5,49,11302.84,FBCLID_00000579,meta,paid_social,video_views,45-54,All
2026-02-05,200001,ABC Meta,3580,Video Views,Meta,4580,AdSet5,Instagram Feed,Mobile,UK,3570,207,5.8,3.22,666.54,14,4442.68,FBCLID_00000580,meta,paid_social,video_views,45-54,All
2026-04-15,200001,ABC Meta,3581,Lead Gen,Meta,4581,AdSet13,Reels,Mobile,USA,2683,46,1.75,4.04,185.84,2,118.14,FBCLID_00000581,meta,paid_social,lead_gen,45-54,Female
2026-05-02,200001,ABC Meta,3582,Retargeting,Meta,4582,AdSet11,Reels,Desktop,USA,7273,472,6.5,3.33,1571.76,18,6457.39,FBCLID_00000582,meta,paid_social,retargeting,35-44,Male
2026-03-27,200001,ABC Meta,3583,App Install,Meta,4583,AdSet11,Facebook Feed,Desktop,Canada,15449,1076,6.97,2.26,2431.76,15,5999.84,FBCLID_00000583,meta,paid_social,app_install,18-24,Male
2026-04-21,200001,ABC Meta,3584,Retargeting,Meta,4584,AdSet10,Facebook Feed,Mobile,UK,2184,179,8.23,1.34,239.86,8,1530.37,FBCLID_00000584,meta,paid_social,retargeting,45-54,Male
2026-05-18,200001,ABC Meta,3585,Retargeting,Meta,4585,AdSet16,Instagram Feed,Desktop,USA,2522,100,3.98,1.39,139.0,0,0.0,FBCLID_00000585,meta,paid_social,retargeting,25-34,Female
2026-06-21,200001,ABC Meta,3586,Brand Awareness,Meta,4586,AdSet17,Facebook Feed,Desktop,USA,6300,625,9.93,1.85,1156.25,58,5370.52,FBCLID_00000586,meta,paid_social,brand_awareness,25-34,Male
2026-01-20,200001,ABC Meta,3587,App Install,Meta,4587,AdSet18,Instagram Feed,Desktop,India,1245,93,7.5,0.37,34.41,6,572.11,FBCLID_00000587,meta,paid_social,app_install,45-54,Male
2026-02-09,200001,ABC Meta,3588,Festival Offers,Meta,4588,AdSet9,Facebook Feed,Mobile,USA,8125,635,7.82,1.08,685.8,62,9574.97,FBCLID_00000588,meta,paid_social,festival_offers,25-34,Male
2026-01-23,200001,ABC Meta,3589,App Install,Meta,4589,AdSet4,Instagram Feed,Mobile,India,8522,73,0.86,1.64,119.72,4,1098.84,FBCLID_00000589,meta,paid_social,app_install,18-24,Male
2026-06-10,200001,ABC Meta,3590,Retargeting,Meta,4590,AdSet3,Stories,Desktop,USA,15590,1496,9.6,4.4,6582.4,38,14400.93,FBCLID_00000590,meta,paid_social,retargeting,45-54,Female
2026-01-01,200001,ABC Meta,3591,Brand Awareness,Meta,4591,AdSet5,Facebook Feed,Mobile,USA,8383,498,5.95,1.64,816.72,3,851.82,FBCLID_00000591,meta,paid_social,brand_awareness,35-44,Male
2026-06-22,200001,ABC Meta,3592,Video Views,Meta,4592,AdSet13,Instagram Feed,Mobile,Canada,14857,809,5.45,1.3,1051.7,22,3517.76,FBCLID_00000592,meta,paid_social,video_views,25-34,Female
2026-06-19,200001,ABC Meta,3593,Retargeting,Meta,4593,AdSet11,Stories,Desktop,Canada,16910,872,5.16,1.74,1517.28,30,4053.12,FBCLID_00000593,meta,paid_social,retargeting,25-34,All
2026-03-08,200001,ABC Meta,3594,Festival Offers,Meta,4594,AdSet5,Instagram Feed,Desktop,UK,14428,681,4.72,1.46,994.26,58,4719.3,FBCLID_00000594,meta,paid_social,festival_offers,45-54,Female
2026-04-30,200001,ABC Meta,3595,Video Views,Meta,4595,AdSet12,Instagram Feed,Desktop,USA,6885,636,9.24,3.41,2168.76,54,18898.4,FBCLID_00000595,meta,paid_social,video_views,18-24,Male
2026-04-23,200001,ABC Meta,3596,Brand Awareness,Meta,4596,AdSet19,Facebook Feed,Mobile,UK,15995,463,2.9,1.61,745.43,4,878.24,FBCLID_00000596,meta,paid_social,brand_awareness,35-44,Female
2026-05-01,200001,ABC Meta,3597,Festival Offers,Meta,4597,AdSet16,Facebook Feed,Mobile,India,15736,1350,8.58,2.88,3888.0,1,141.94,FBCLID_00000597,meta,paid_social,festival_offers,35-44,Female
2026-05-22,200001,ABC Meta,3598,Retargeting,Meta,4598,AdSet5,Instagram Feed,Desktop,Canada,10451,894,8.56,4.09,3656.46,83,26356.0,FBCLID_00000598,meta,paid_social,retargeting,25-34,Male
2026-03-25,200001,ABC Meta,3599,Video Views,Meta,4599,AdSet10,Instagram Feed,Mobile,Canada,17584,576,3.28,1.6,921.6,44,3062.66,FBCLID_00000599,meta,paid_social,video_views,45-54,Female
2026-06-24,200001,ABC Meta,3600,Brand Awareness,Meta,4600,AdSet13,Stories,Desktop,USA,18311,477,2.61,1.83,872.91,27,8721.81,FBCLID_00000600,meta,paid_social,brand_awareness,45-54,Male
2026-06-08,200001,ABC Meta,3601,Festival Offers,Meta,4601,AdSet2,Facebook Feed,Desktop,UK,1775,101,5.72,1.55,156.55,3,381.77,FBCLID_00000601,meta,paid_social,festival_offers,45-54,All
2026-05-25,200001,ABC Meta,3602,Retargeting,Meta,4602,AdSet5,Instagram Feed,Mobile,UK,14678,1050,7.16,0.18,189.0,6,400.39,FBCLID_00000602,meta,paid_social,retargeting,45-54,Female
